Name,NetWorth_Billions,X,Y,Z,ForceBasedOnAge
Thomas Secunda,5.721,-0.5844362,0.5327024,0.16878606,0.21111111
Du Jinhao,2.306176,0.57146674,0.40608022,-0.3496208,0.21111111
Eduardo Costantini,1.325791,-0.42121634,-0.3414135,0.25936517,0.12222222
Madhusudan Agarwal,1.7166,0.5513037,0.30886662,0.1249343,0.23333333
Yitzhak Tshuva,8.630963,0.29027674,0.32146224,0.41672304,0.14444445
Mark Attanasio,1.8553,-0.65444684,0.50207376,-0.35155433,0.24444444
Jamie Dimon,2.759228,-0.42596722,0.38133606,0.122095905,0.23333333
Christina Flügel,1.537386,0.09965951,0.70141214,0.53557575,0.44444445
Carl Bennet,9.774898,0.07199258,0.5493876,0.33966625,0.17777778
Ursula Hutter-Schleicher,3.491731,0.10284923,0.6676236,0.58378637,0.24444444
Hu Baifan,6.519714,0.57204235,0.38365498,-0.33801675,0.3
Samir Mane,1.855025,0.21274601,0.5517919,0.5903201,0.35555556
Charoen Sirivadhanabhakdi & family,11.094518,0.7350113,0.18297543,-0.13624512,0.1
Vladimir Voronin,1.531609,0.20645623,0.49683174,0.2679379,0.44444445
Simon Nixon,2.121388,-0.01612612,0.48600963,0.41941264,0.35555556
Ron Shaich,1.249771,-0.6360087,0.3116603,0.10992975,0.2
Nelson Peltz,1.545021,-0.0032465083,0.5130745,0.39890695,0.07777778
Christopher Olah,7,-0.4237617,0.38903934,-0.26912862,0.6333333
Giovanni Ferrero,48.093408,0.030392984,0.49233115,0.3996594,0.32222223
Yousuf Mohammad Jamjoom,1.382764,0.4510821,0.28107628,0.55335355,0
Mohamed Mansour,4.031517,-0.0011409515,0.6540178,0.52006966,0.14444445
Yigal Dimri,1.954257,0.34513196,0.37143633,0.5005008,0.23333333
Thomas Kirk Kristiansen,8.219049,0.07121172,0.6596752,0.443761,0.4888889
Lim Kaling,1.248068,0.7165735,0.016615823,-0.17667173,0.32222223
Louis Bacon,1.008,-0.5301177,0.47693563,0.15689228,0.23333333
Konstantin Goncharov & family,1.560772,0.28357154,0.6824078,0.3680178,0.4
Paul Gauselmann & family,4.075239,0.066114135,0.57234794,0.43606207,0
Jörg-Uwe Goldbeck,1.401118,0.06715869,0.57999706,0.44759023,0.36666667
Takemitsu Takizaki,18.896627,0.43470454,0.42935663,-0.4423757,0.11111111
Ma Bin & family,2.740629,0.41694096,0.3039064,-0.24928398,0.4
Edward Johnson IV,12.836475,-0.4942723,0.47647202,0.16961475,0.32222223
Zach McLeroy,1.0041,0.46868786,0.26913014,-0.20039593,0.3
Robert Miller,1.982406,0.47430414,0.21299608,-0.21290898,0
Nikesh Arora,1.37418,-0.016938647,0.5266201,0.38897267,0.36666667
Luiz Frias,1.987203,-0.53342235,-0.31975543,0.50379604,0.31111112
Liu Jingkang,3.305449,0.4958539,0.22545186,-0.22147708,0.62222224
Michel Leclercq & family,5.482616,0.026558612,0.6066825,0.49704057,0.044444446
Byunghoon Kim,2.629459,0.41854423,0.402982,-0.31514847,0.5888889
Li Ge,7.331449,0.5596914,0.39771277,-0.3424167,0.35555556
Gerry Cardinale,1.8,-0.78068125,0.39875156,0.13714387,0.35555556
Murali Divi & family,9.872122,0.71739846,0.22923583,0.14652483,0.17777778
Pantaleo Dell'Orco,2.068759,0.07879748,0.5014707,0.4870755,0.18888889
Henry Laufer,3.2,-0.6429876,0.32712278,0.11253963,0.11111111
Edwin Chen,18,-0.4627556,0.4142699,0.13264063,0.5777778
Larry Ellison,206.469119,-0.5966936,0.5253145,0.16706355,0.1
Alex Bouaziz,2.04,0.4240827,0.4660115,0.6106158,0.64444447
Yao Kuizhang,2.010342,0.5627898,0.48334077,-0.27065292,0.33333334
Kalen Jackson,1.8486,-0.55611473,0.46386063,0.037346654,0.5777778
Roberto Angelini Rossi,2.020994,-0.4868181,-0.3409548,0.17097464,0.14444445
Kokuei Yuan,1.37027,0.61351043,0.27550954,-0.27539688,0.43333334
Jonathan Tisch,2.927127,-0.5783618,0.5177634,0.1657771,0.2
Paul Van Zuydam,1.706567,0.07876211,0.48570648,0.45418757,0.033333335
Wu Yajun,6.324357,0.41297907,0.3856013,-0.20497955,0.32222223
Victoria Goh,1.23279,0.6731531,0.015608995,-0.16596639,0.67777777
Eren Ozmen,4.85677,-0.44640803,0.4245718,-0.255803,0.25555557
Jack Link & family,4,-0.4796794,0.4987035,-0.015289909,0.12222222
Ravi Jaipuria,11.193713,0.6815767,0.38185176,0.15445627,0.21111111
Nancy Mills Barnett,4.267135,-0.502664,0.4558315,0.01930788,0.31111112
Changpeng Zhao,111.431526,0.6404197,0.36447394,0.44329375,0.46666667
Kamlesh Jain,1.269302,0.57114846,0.13471681,0.09784868,0.36666667
Anders Holch Povlsen,16.686212,0.06951272,0.5847978,0.38591772,0.41111112
Wee Wei Chi,1.065516,0.56747204,0.013158475,-0.13991064,0.25555557
Tran Dinh Long,2.765414,0.53055453,0.2119716,-0.15054385,0.2888889
Pham Thu Huong,2.567352,0.7503421,0.29978296,-0.21290816,0.37777779
Andrei Bokarev,4.851485,0.2549016,0.6134143,0.33081004,0.34444445
Kishore Jain,2.195845,0.5515812,0.13010149,0.094496444,0.32222223
Yang Shaopeng,7.054764,0.55618215,0.46952558,-0.32605448,0.25555557
Wang Xin,5.452001,0.73840785,0.34273192,-0.3248871,0.42222223
Friedhelm Loh,15.24342,0.0791867,0.67867875,0.548988,0.12222222
Zhou Xiaoping,3.526271,0.66681683,0.38289985,-0.28510952,0.3
Zhuo Jun,2.818247,0.57156026,0.25667095,-0.256566,0.34444445
Greg Love,3.17,-0.4918085,0.35342103,-0.06489103,0.2888889
Jonathan Gray,7.608183,-0.47354433,0.42392823,0.13573304,0.3888889
Roberto Crippa,2.366089,0.10049036,0.6395251,0.621167,0.5
Phongthep Chiaravanont,2.226689,0.7980367,0.19866513,-0.1479278,0.18888889
Ibrahim Al Muhaidib,2.144638,0.567884,0.35856763,0.53473705,0.56666666
Miuccia Prada,4.375417,0.07879748,0.5014707,0.4870755,0.15555556
Madeleine Grogg,2.103459,0.075646825,0.56098986,0.5179257,0
Lynsi Snyder,8.6655,-0.44781667,0.37806532,0.05499456,0.5222222
Gundbert Scherf,1.979967,0.088844545,0.49411717,0.43375856,0.5222222
Cao Kejian,2.109737,0.6781492,0.42853022,-0.3738739,0.3
Luis Riu,1.755563,0.023156065,0.4138447,0.5002609,0.2777778
James Truchard,1.205373,-0.69751495,0.4108052,-0.09484207,0.08888889
Alexander Tkachev,1.802676,0.19303235,0.46452752,0.25051644,0.2777778
Robert Rich Jr,6.53868,-0.6481938,0.30527565,0.10698462,0.06666667
Markus Diehl,1.737713,0.07452617,0.45341575,0.38065395,0.53333336
Kim Dae-il,0.983821,0.6617477,0.5297323,-0.29994294,0.5
Helene Odfjell,1.636298,0.09177086,0.61038774,0.5820464,0.33333334
Paul Foster,4.397513,-0.47406563,0.3060436,-0.14030674,0.24444444
Wu Cheng,1.568657,0.6016978,0.56180924,-0.29864892,0.5555556
Hiroshi Ishibashi,1.995159,0.33264098,0.369353,-0.39212203,0.12222222
Martin Herrenknecht,1.454694,0.051690135,0.43005753,0.37898543,0.07777778
Richard Branson,2.818205,-0.7467136,0.27536324,0.35423368,0.16666667
Douglas Rippel,1.366546,-0.6553859,0.51233864,-0.08589923,0.34444445
Zhou Liangzhang & family,1.313114,0.6261807,0.4230985,-0.36388132,0.31111112
Hans Schmid,1.333217,0.053346496,0.4358316,0.38224187,0.11111111
Gleb Fetisov,1.397,0.2913637,0.36983207,0.4480114,0.34444445
Kimbal Musk,1.393425,-0.5363918,0.4668072,-0.1464444,0.41111112
Frank Laukien,1.351628,-0.623235,0.6007904,0.21386966,0.2777778
Steven Hao,1.3,-0.4144821,0.38052008,-0.26323518,0.67777777
Magdalena Martullo-Blocher,9.920015,0.059488244,0.42970437,0.3923326,0.37777779
Thomas Mueller,1.289,-0.625226,0.47965634,-0.33585754,0.2888889
Boris Zingarevich,1.934043,0.15860769,0.54292834,0.27127105,0.26666668
Dieter Müller,1.246215,0.11628425,0.64672565,0.56772524,0.21111111
Alan Gerry,1.4964,-0.5511904,0.4516216,-0.04259666,0
Philip & family Hager,1.229909,0.06939982,0.63738847,0.5450566,0.3888889
Gayle Benson,7.94364,-0.5243558,0.30218476,-0.00068732805,0.13333334
Charles Beauduin,1.174831,0.10801056,0.6537734,0.50904524,0.26666668
John Fredriksen,20.746472,-0.0010890239,0.6242518,0.49639994,0.11111111
John H. MacMillan IV IV,1.169999,-0.48232618,0.4827728,-0.027504977,0.18888889
Chad Richison,1.275478,-0.4618937,0.33417004,-0.060629934,0.3888889
Sergey Kasyanenko & family,1.122739,0.1549453,0.53039163,0.26500714,0.24444444
Larry Robbins,2.164,-0.54775023,0.39590856,-0.2762856,0.37777779
Bhaskara Rao Bollineni,1.116499,0.9054344,0.2893204,0.18493018,0.21111111
Rodolphe Saadé,7.925743,0.054436773,0.54695195,0.57791406,0.3888889
Ceyda Lale Tara,1.047988,0.26021057,0.46753728,0.4704056,0
Rahel Blocher,7.366732,0.060322173,0.42913193,0.3928315,0.45555556
Zhao Mantang,1.057559,0.64197284,0.4813725,-0.15815784,0.2777778
Rene Benko,0,0.51847506,0.29771897,-0.22168332,0.46666667
Ong Leong Huat,1.048942,0.8305825,0.046546787,-0.17180142,0.1
Luis Enrique Yarur Rey,2.386908,-0.55017346,-0.38532728,0.19322558,0.17777778
Omani Carson,1.009608,-0.61136717,0.53916883,-0.06361431,0.32222223
Thomas Kwok,2.900479,0.5074038,0.22786017,-0.227767,0.17777778
Walter Kurtz,0.99964,0.11909133,0.5959401,0.4374593,0.11111111
George Lucas,5.111921,-0.43893555,0.40652063,-0.28029662,0.1
Qian Dongqi,3.812329,0.58623236,0.4141492,-0.3466334,0.25555557
Oleg Boyko,1.912239,0.08866384,0.61715144,0.55630565,0.32222223
P.V. Krishna Reddy,2.031616,0.67728764,0.21641892,0.13833241,0.37777779
Edward DeBartolo Jr,3.851851,-0.7344694,0.3930618,0.0972373,0.12222222
Georg Haub,1.56068,0.07928057,0.44588163,0.33251485,0.3
Chen Bang,6.573772,0.5190055,0.30224,-0.21999386,0.33333334
Chen Tei-fu,2.472,-0.64616513,0.49572027,-0.3471056,0.14444445
George Roberts,12.524417,-0.02294859,0.7134683,0.5269827,0.08888889
Pei Zhenhua,15.865376,0.6238749,0.35999614,-0.3532994,0.26666668
Kenny Troutt,1.653205,-0.9330032,0.60515535,-0.11136446,0.14444445
Clive Palmer,4.048695,0.35240516,-0.40392062,-0.6924738,0.21111111
Naguib Sawiris,5.536028,0.50179976,0.559875,0.82695043,0.21111111
Koo Kwang-mo,2.005689,0.37977895,0.36565807,-0.28595963,0.47777778
Samih Sawiris,1.345171,0.25511855,0.2846444,0.42042744,0.24444444
Jeffrey Talpins,2.82,-0.6251646,0.5646251,0.18219762,0.44444445
Ray Dalio,15.38397,-0.52848995,0.4792713,0.15525746,0.15555556
Sebastian Kulczyk,1.79881,0.18350996,0.660513,0.47776538,0.5
Sidney Kimmel,1.57625,-0.40937248,0.36648005,0.11733932,0
Li Ping,11.728863,0.6238749,0.35999614,-0.3532994,0.36666667
Pedro Moreira Salles,8.88159,-0.4169233,-0.24992111,0.39376736,0.26666668
Jim McKelvey,1.64022,-0.57968,0.463208,-0.002002196,0.33333334
Remo Ruffini,3.596899,0.093845144,0.61146194,0.5869959,0.2888889
Arnout Schuijff,2.343538,0.039400026,0.5996635,0.46055466,0.35555556
Robert Rowling,8.210722,-0.53094786,0.34437817,-0.063374616,0.2
Pavel Baudis,2.263701,0.09794813,0.47018206,0.38090855,0.2777778
Chen Jianhua,18.979584,0.43017825,0.30390334,-0.25436017,0.4
Jorge Feffer & family,1.360751,-0.43278712,-0.25943053,0.4087501,0.33333334
Dirk Rossmann & family,7.533548,0.079001635,0.60615265,0.4605714,0.12222222
Luc Tack,1.171851,0.03154839,0.6321527,0.51126856,0.2888889
Mori Arkin,1.52187,0.3706687,0.40847433,0.53332216,0.18888889
Sabrina Benetton,2.186064,0.12880896,0.62179583,0.5936777,0.42222223
Carlos Alberto Sicupira & family,6.135341,0.077570915,0.5183094,0.4698506,0.14444445
Brian Armstrong,9.326031,-0.380223,0.34906814,-0.24147746,0.53333336
Tianqiao Chen,1.264941,-0.022767415,0.7078357,0.5228223,0.42222223
Mark Leonard & family,3.141719,-0.43556026,0.42355338,0.08152391,0.23333333
Suh Kyung-bae,1.360128,0.52842075,0.5087731,-0.39788145,0.31111112
Chen Huwen,1.117401,0.45070982,0.32027122,-0.27574226,0.3888889
Arturo Moreno,4.945098,-0.4595997,0.32762244,-0.18638107,0.12222222
Tseng Sing-ai,1.043282,0.5372188,0.2945986,-0.32954887,0
David Sun,16.94173,-0.6619082,0.4985667,-0.3493256,0.17777778
Sanjeev Bikhchandani,2.257908,0.720285,0.403538,0.16322818,0.31111112
Walter Frey,4.768477,0.08170094,0.5935643,0.5412308,0.08888889
Vladimir Leshchikov,1.7,0.20197186,0.4860402,0.2621181,0.23333333
Erman Ilicak,3.744088,0.29642817,0.4571893,0.45901018,0.35555556
Leo KoGuan,8.762537,0.6112785,0.014174255,-0.15071116,0.22222222
Ron Sim,2.268502,0.54536456,0.01264585,-0.13446003,0.25555557
Lorinc Meszaros,5.01827,0.18007293,0.6156249,0.53553027,0.34444445
Bernard Arnault & family,156.04356,0.017866695,0.4989233,0.43558747,0.15555556
MacKenzie Scott,28.758076,-0.45770052,0.59334636,-0.28970534,0.3888889
Jacques Merceron-Vicat & family,1.165854,0.021057272,0.58801943,0.51337326,0.033333335
Orlando Bravo,12.834129,-0.78694683,0.38636515,0.13678937,0.3888889
Othman Benjelloun & family,1.596645,-0.061859787,0.31015676,0.46291527,0
Jay-Z,2.808453,-0.6044105,0.46368724,-0.32467592,0.37777779
Lin Li,8.880009,0.5480557,0.24918665,-0.24479342,0.31111112
Carl Thoma,5.689218,-0.74070597,0.48042944,-0.08841162,0.14444445
Shari Arison,5.96481,0.32615474,0.35840148,0.46961418,0.24444444
Anthony von Mandl,5.311204,-0.3254226,0.45092756,-0.21229656,0.16666667
Huang Li,6.088068,0.4580876,0.29697192,-0.2065141,0.31111112
Behdad Eghbali,3.8563,-0.6476164,0.4968336,-0.34788516,0.45555556
Masahiro Miki,3.627385,0.43251622,0.48025104,-0.50985646,0.22222222
Greg Mondre,2.454,-0.41184655,0.3686949,0.11804847,0.43333334
Ayman Hariri,1.4,0.023557218,0.6578298,0.57432157,0.47777778
Jaroslav Hascak & family,2.149248,0.12755142,0.48410028,0.41443977,0.37777779
Roman Abramovich & family,9.345624,0.2097012,0.5046407,0.2721492,0.34444445
Ruan Xueping,5.315615,0.54749304,0.36910272,-0.33615395,0.41111112
P.N.C. Menon,3.895185,0.4476175,0.25474685,0.3098375,0.14444445
Igor Bukhman,13.564184,-0.0012019712,0.6889956,0.5478837,0.5222222
Jeff Sutton,2.689892,-0.43794087,0.39205512,0.12552793,0.2777778
Maximilian Viessmann,7.828898,0.062306,0.51189023,0.40956143,0.6
Edir Macedo & family,1.97272,-0.74220407,0.49829438,0.07293073,0.11111111
Samir Mehta,8.006302,0.56018764,0.24951772,0.17568843,0.31111112
Diane Hendricks,22.3329,-0.52678925,0.41979435,-0.003063524,0.13333334
Deng Wen,2.845746,0.70100194,0.4285238,-0.17564674,0.36666667
Dan Snyder,4.726305,-0.4327963,0.3596243,0.098260656,0.32222223
Xiong Wu,1.384955,0.51692164,0.23503082,-0.23088714,0.45555556
Martin Viessmann,2.93581,0.056028355,0.4588347,0.36686185,0.2
Chen Wenyuan & family,1.581253,0.42403802,0.29956552,-0.2507295,0.36666667
Yan Zhi,1.442326,0.4717155,0.30580673,-0.21265782,0.41111112
Wu Zhongyi,1.248505,0.59695727,0.33479592,-0.33508042,0
Donald Bren,19.212086,-0.4422189,0.33277902,-0.23442948,0
Mu Rongjun,1.319159,0.3897813,0.36394137,-0.19346549,0.5
Andrei Filatov,1.432534,0.258841,0.6228944,0.3359226,0.4
Li Chunan,4.602821,0.3720948,0.40225515,-0.2504487,0.36666667
Anil Agarwal & family,4.571832,-0.0011360908,0.6512316,0.5178541,0.2
Michaela Herz,1.169345,0.060657036,0.47326848,0.34424922,0.43333334
Akio Nitori,2.63334,0.3696074,0.5531403,-0.46217167,0.1
Kwek Leng Peck,1.58682,0.81109136,0.018807491,-0.19997516,0.23333333
Dirk Ziff,7.18875,-0.57127124,0.29326668,0.10013333,0.32222223
Felix Baker,3.392591,-0.46190867,0.4135117,0.13239788,0.37777779
Li Li,1.035057,0.6470098,0.29417852,-0.28899205,0.32222223
Girdhari Lal Bawri,1.895807,0.69301426,0.25071514,0.21342957,0.13333334
Giuseppe De'Longhi & family,5.844582,0.12025623,0.58050954,0.5542584,0.044444446
Rui Chen,1.291422,0.4647572,0.33025318,-0.2843364,0.47777778
Konstantin Nikolaev,1.1653,0.258841,0.6228944,0.3359226,0.4
Ryan Smith,3.264,-0.5023017,0.45726934,-0.19946884,0.47777778
Joseph Lau,14.266987,0.5074038,0.22786017,-0.227767,0.17777778
Xiang Wenbo,1.591059,0.7112222,0.41417632,-0.30146983,0.3
Wong Man Li,2.166414,0.71688753,0.32193315,-0.32180154,0.33333334
Lai Shixian,1.806554,0.5694106,0.30119503,-0.3102702,0.44444445
Bernd Freier,1.793704,0.07913201,0.5377139,0.44761023,0.24444444
Xiang Guangda,4.446056,0.42575005,0.2631753,-0.25245842,0.25555557
Lee Seo-hyun,8.083709,0.49204025,0.47374532,-0.3704883,0.42222223
Mao Zhongwu,1.57068,0.7112222,0.41417632,-0.30146983,0.3
Arnon Milchan,6.325203,0.34001347,0.37363043,0.48956868,0.1
Hu Rongda & family,4.017289,0.44414893,0.2845189,-0.2527654,0.26666668
Zhong Sheng Jian,1.308752,0.58342326,0.01352835,-0.14384343,0.25555557
Chris Wallin,1.458519,0.35240516,-0.40392062,-0.6924738,0.2
Torbjorn Tornqvist,5.3547,0.054584876,0.5317243,0.5069355,0.2
Wesley Edens,2.507081,-0.47354433,0.42392823,0.13573304,0.2888889
Alberto Alcocer,1.955044,-0.03195362,0.42136213,0.493777,0.07777778
Zhao Hongfei,1.447062,0.42118534,0.39326355,-0.20905268,0.43333334
Jacqueline Mars,47.576715,-0.45776722,0.44499293,0.15824781,0.044444446
Bom Kim,3.27013,0.49137813,0.47310778,-0.36998972,0.47777778
Chu Mang Yee & family,2.207677,0.5078954,0.23597392,-0.21820936,0.2777778
Stéphane Bancel,2.094321,-0.58580065,0.5647041,0.20102367,0.41111112
Yasumitsu Shigeta,6.795251,0.29734093,0.33015707,-0.35050982,0.33333334
Shalom Meckenzie & family,1.594632,0.3674935,0.40322557,0.5297041,0.45555556
Ke Xiping & family,1.571644,0.5218552,0.2693047,-0.2784331,0.2777778
Tyler Perry,1.3571,-0.7308468,0.49066946,0.071814746,0.37777779
Antonio Del Valle Ruiz & family,3.445534,-0.5446108,0.19455592,-0.08750251,0.033333335
Hua Shen,1.139355,0.5258715,0.36407444,-0.31286076,0.31111112
Aloke Lohia,1.425154,0.66442996,0.16540475,-0.123161845,0.25555557
Ugur Sahin,3.886643,0.08183842,0.67694235,0.5624174,0.33333334
Michael Milken,7.472,-0.47435975,0.36391586,-0.25481555,0.12222222
Li Jianquan & family,2.225967,0.6080788,0.27647758,-0.2716032,0.24444444
Rufino Vigil Gonzalez,2.954924,-0.55013376,0.19652896,-0.088389896,0.14444445
Frank Slootman,3.000945,-0.4120832,0.3745414,-0.25624678,0.25555557
Alexei Kuzmichev,8.272347,0.016351504,0.45661193,0.3986473,0.3
Cao Renxian,15.933688,0.56771606,0.39703834,-0.2927791,0.36666667
Miriam Baumann-Blocher,3.082344,0.053479053,0.43164888,0.3910612,0.44444445
Gao Jifan & family,2.282285,0.5931337,0.42401788,-0.34181154,0.33333334
David Cheriton,9.878724,-0.50844043,0.45979807,-0.31947598,0.17777778
Li Wanqiang,2.789183,0.46003038,0.42953345,-0.22833319,0.46666667
Leonid Simanovsky,1.653614,0.2232406,0.5372229,0.28972057,0.15555556
Wei Lidong & family,1.045389,0.44715956,0.31774843,-0.2735702,0.45555556
James Dyson,14.971834,-0.015936505,0.5186465,0.40686056,0.13333334
Vlad Tenev,4.774833,-0.4967128,0.44919237,-0.31210697,0.5777778
Nan Cunhui,2.989356,0.46439084,0.28706092,-0.27537137,0.31111112
Stewart Butterfield,1.50646,-0.46299028,0.39435202,-0.13993922,0.42222223
Sze Man Bok,1.628325,0.6348068,0.3343073,-0.3457376,0.16666667
George Thomas Muthoot,2.638593,0.54561645,0.09476611,0.13077644,0.16666667
Michael Steinhardt,1.558737,-0.5273262,0.48097828,0.15393041,0.055555556
Gopikishan Damani,6.232442,0.58223015,0.21063621,0.17931107,0.25555557
Leonid Mikhelson & family,28.30137,0.29929608,0.72024846,0.38842496,0.22222222
Sekar Vembu,1.55242,0.54268986,0.12800427,0.09297318,0.41111112
Park Hyeon-joo,5.370005,0.55880004,0.5380228,-0.42075595,0.25555557
Radhakishan Damani,15.858892,0.58223015,0.21063621,0.17931107,0.22222222
Jeff Greene,8.995087,-0.7553468,0.38581136,0.13269329,0.21111111
Sam Bankman-Fried,0,-0.64097863,0.30715021,0.14394419,0.6333333
Deniz Sahenk,1.624495,0.3051868,0.5483491,0.55171317,0.11111111
Wang Junlin & family,3.626099,0.5175147,0.3163577,-0.1296712,0.3
Emanuele (Lino) Saputo & family,6.209545,-0.581706,0.6172823,0.17134005,0.022222223
Paul-Heinz Wesjohann & family,4.056604,0.0706201,0.6504749,0.4880588,0.08888889
Sheryl Sandberg,2.342007,-0.6560534,0.58210355,0.18302387,0.37777779
Julia Thiele-Schuerhoff & family,4.575312,0.09922829,0.55186737,0.48445433,0.41111112
Madeleine Olsson Eriksson,1.160412,0.06513073,0.49702367,0.30729154,0.11111111
Song Fei,1.630021,0.55432653,0.4981236,-0.33890456,0.34444445
Leonard Schleifer,2.83511,-0.5555836,0.50413394,0.16079488,0.18888889
Cameron Winklevoss,2.675288,-0.41521055,0.3717064,0.11901269,0.51111114
Michael Hartono,17.836312,0.37261537,0.40014994,0.52789676,0.044444446
Zhong Ruonong & family,2.007467,0.650307,0.37341955,-0.27805045,0.3
Yusuf Hamied,2.470226,0.69301426,0.25071514,0.21342957,0.011111111
