ID,Name,NetWorth,x,y,z,sector or company,industries,connections,Age,Source_or_company_extended,Philanthropy_Score,Self_Made_Score,Citizenship,Marital_Status,Children,connection_names_matched,is_valid,connection_count,vx,vy,vz,velocity_strength,NetWorth_Billions
3185,Oliver Samwer,937127279.0,0.28318512,0.65637326,0.6950255,tech investments,investment/finance,168/1495/3400/410,52.0,tech investments/ Self Made,,,Germany,Married,3.0,Anders Holch Povlsen/Joe Lonsdale/Marc Samwer/Yuri Milner,True,4,-0.03470902315096657,0.01994554451651086,-0.02433340264176547,0.0468471505887042,0.937127279
3186,Maky Zanganeh,937127279.0,-1.7579422,1.4802742,-0.23746812,Biotech,healthcare/pharmaceuticals,3338/3276/3071/6/236,55.0,Biotech/ Self Made,,6.0,United States,Married,1.0,Ajay Puri/Brooke Seawell & family/Colette Kress/Jensen Huang/Robert Duggan,True,5,0.03902800969747483,-0.022585387400707375,-0.01931664504804803,0.04905525497740786,0.937127279
3187,Sachin Bansal,937127279.0,1.2734338,0.031616062,-0.122840926,Flipkart,Flipkart,2777/1163/199,44.0,Flipkart/ Self Made,,,India,Married,1.0,Binny Bansal/N.R. Narayana Murthy/Vinod Khosla,True,3,-0.028085804885776902,0.011544991417047897,-0.005417521062615605,0.030845563657769703,0.937127279
3188,Eduard Chukhlebov,937127279.0,0.7913243,1.202574,0.85183525,metallurgy,social media/advertising/ai,887/821/3212/348,62.0,metallurgy/ Self Made,,,Russia,Married,,Andrei Bokarev/Andrei Kozitsyn/Igor Kudryashkin/Iskander Makhmudov,True,4,-0.014887734051158896,-0.009675808645862139,-0.01864280760174943,0.025745294199236157,0.937127279
3189,Zhu Zhaojiang,937127279.0,0.5094159,0.38227883,-0.44101727,Smartphones,Smartphones,1601/1834/103/1602/328,52.0,Smartphones/ Self Made,,,China,,,Hong Feng/Huang Jiangji/Lei Jun/Li Wanqiang/Lin Bin,True,5,-0.011375513026937126,0.0271772448276133,0.03253248516087117,0.04389040355007405,0.937127279
3190,Kochouseph Chittilappilly,937127279.0,0.9617959,0.47770452,0.5080253,Electrical appliances,Electrical appliances,,75.0,Electrical appliances/ Self Made,,,India,Married,2.0,,True,0,-0.0034329150821449175,-0.001781503297341944,-0.003168807352986568,0.005,0.937127279
3191,Laurent Junique,937127279.0,1.5975999,-0.22611827,-0.5046365,Call centers,Call centers,,60.0,Call centers/ Self Made,,,France,Married,,,True,0,-0.004254932917551753,4.775261216152782e-06,0.00262593279883832,0.005,0.937127279
3192,Craig Abod,937127279.0,-0.6387828,0.6753257,0.40073258,Information Technology,Information Technology,2500/1325/2255/2211,62.0,Information Technology/ Self Made,,,United States,Married,,Karin Schick/Martin Hetzner/Philip O'Doherty/Serge Godin,True,4,0.024221873487435444,-0.006879436745720096,0.011467948691948969,0.02766838723852307,0.937127279
3193,Sachin Agarwal,937127279.0,0.88487744,0.47269994,-0.20290948,Metal castings,social media/advertising/ai,,54.0,Metal castings,,,India,Married,,,True,0,-0.0031262770270409574,-0.003820372833957037,0.0007944453157763808,0.005,0.937127279
3194,Hisako Yamamoto,937127279.0,0.4334793,0.3629752,-0.38261667,Retail,ai/software/retail,3172/3195,,Retail,,,Japan,,,Junro Ito/Yasuhisa Ito,True,2,-0.012953475799550286,0.00910831952912957,-0.0024089698294044695,0.01601740164862076,0.937127279
3195,Yasuhisa Ito,937127279.0,0.43324798,0.3827708,-0.36416677,Retail,ai/software/retail,3194/3172,,Retail,,,Japan,,,Hisako Yamamoto/Junro Ito,True,2,-0.01137199024176922,-0.028644388593544373,-0.03662792027177526,0.04786885943275017,0.937127279
3196,Rafal Brzoska,937127279.0,-0.093170494,0.6565182,0.37738082,parcel lockers,parcel lockers,,48.0,parcel lockers/ Self Made,,,Poland,Married,1.0,,True,0,-0.00036955242281217794,-0.004595030966008066,-0.0019362648135574426,0.005000000000000001,0.937127279
3197,Cyrus Madon,937127279.0,-1.027434,1.2371718,-0.023798987,private equity,investment/finance,3143/561/1830/1912/1178/336/335/2294,60.0,private equity/ Self Made,,,Canada,,,Brian Lawson/Bruce Flatt/David Grain/Howard Marks/Jack Cockwell/Michael Kim/Robert F. Smith/Sam Pollock,True,8,-0.023155225378272425,-0.0072676069584056025,0.006324996577790619,0.025079636259912542,0.937127279
3198,Peter-Alexander Wacker,937127279.0,0.30570108,0.5072286,0.717993,Chemicals,Chemicals,1319/123/1881/2735/1212,74.0,Chemicals,,,Germany,,,Arun Bharat Ram/Chen Jianhua/Lee Dong-chae/Soegiarto Adikoesoemo/Vivek Jain,True,5,0.020625783576258466,-0.0057734701566777005,-0.042175989586517686,0.047302959774064346,0.937127279
3199,Shigefumi Wada,937127279.0,0.9492566,0.92268515,-1.3820679,Software,software/cloud,1324/470/1015/509/2851,73.0,Software/ Self Made,,,Japan,Married,2.0,Masahiro Noda/Mike Cannon-Brookes/Richard White/Scott Farquhar/Tope Awotona,True,5,-0.01278373254347831,-0.03782617562445819,-0.005079738030550674,0.040249808925938574,0.937127279
3200,Yasuhide Uno,937127279.0,0.5105258,0.3316639,-0.65803254,Payment services,Payment services,,62.0,Payment services,,,Japan,,,,True,0,-0.0041437103912533284,-0.002026140814474717,0.0019298750201344438,0.005,0.937127279
3201,Ceyda Lale Tara,937127279.0,0.06486234,0.4633506,0.5298151,Construction,construction/materials,3137/1731/3309/3138,94.0,Construction,,,Turkey,Widowed,3.0,Leyla Tara Suyabatmaz/Mehmet Sinan & Family Tara/Vildan Gulcelik/Yasemin Zeynep Keyman,True,4,0.02112623944627859,0.0022788091431289394,-0.021427062897397663,0.030176646411775795,0.937127279
3202,Fahed Hariri,937127279.0,-0.4216803,0.50852174,0.23322348,Construction  investments,investment/finance/construction/materials,1872/2797/357,45.0,Construction/ investments,,,Lebanon,Married,3.0,Alicia Koplowitz/Ayman Hariri/Nassef Sawiris,True,3,0.042443111651706195,-0.013015893342548962,0.020111703730429666,0.04873717095938568,0.937127279
3203,Michael Dunlap & family,937127279.0,-1.0519978,1.393849,0.37064606,loan servicing,loan servicing,2161/11,62.0,loan servicing/ Self Made,,,United States,Married,3.0,Evan Williams/Warren Buffett,True,2,-0.04235931024515405,-0.022120729077392744,-0.013689862457530958,0.04970965855310955,0.937127279
3204,Mary Alice Malone Jr,937127279.0,-1.8423746,1.2004987,0.69308996,Campbell's Soup,Campbell's Soup,1742/3210/2322,43.0,Campbell's Soup,,,United States,,,Bennett Dorrance/Catherine Malone/Charlotte Colket Weber,True,3,0.0391970460211917,-0.01438607648847988,-0.024697489164976973,0.048511169688783724,0.937127279
3205,Xu Jiangnan,937127279.0,1.3905935,0.99013615,-0.6935726,Vitamins,Vitamins,,64.0,Vitamins/ Self Made,,,China,Married,,,True,0,-0.0042119454882054135,-0.001718539255009142,0.0020751236188185705,0.005,0.937127279
3206,Catharina Mühleis,937127279.0,-0.43473378,0.30178443,-0.35835335,Chainsaws,ai/software,3045/1356,33.0,Chainsaws,,,Germany,Married,,Maxim Tebar/Selina Stihl,True,2,0.017820985714263445,0.006259741455628836,0.04629100645377915,0.04999629159670868,0.937127279
3207,Theresia Gouw,937127279.0,-1.1678438,1.4566182,-0.72129613,Venture capital,investment/finance,67/5,58.0,Venture capital/ Self Made,,9.0,United States,,2.0,Eduardo Saverin/Mark Zuckerberg,True,2,-0.013001769731420539,-0.003957472598387349,0.03959408440827211,0.04186166654166132,0.937127279
3208,Hideyuki Busujima,937127279.0,1.1295986,1.4613705,-0.6591731,Pachinko machines,Pachinko machines,,73.0,Pachinko machines,,,Japan,,,Hideyuki Busujima,True,0,-0.001773403794718927,-0.004158713544042539,0.002135448580386252,0.005,0.937127279
3209,Mustafa Hamied,937127279.0,0.6959754,0.45154113,0.10646588,Pharmaceuticals,healthcare/pharmaceuticals,94/1817/139,85.0,Pharmaceuticals,,,India,Married,3.0,Dilip Shanghvi/Yusuf Hamied/Zhong Huijuan,True,3,-0.0003339331765952701,-0.024822655152927697,-0.011291925379153968,0.027272390782180803,0.937127279
3210,Catherine Malone,937127279.0,2.2875316,0.313705,0.21065849,Campbell's Soup,Campbell's Soup,1742/2322/3204,41.0,Campbell's Soup,,,United States,,,Bennett Dorrance/Charlotte Colket Weber/Mary Alice Malone Jr,True,3,-0.04897537576429453,0.008193954492227276,-0.002717555952299875,0.04973040751721647,0.937127279
3211,Nguyen Dang Quang,937127279.0,1.8130141,0.5419593,0.8739947,Consumer products  banking,finance,1802,62.0,Consumer products/ banking/ Self Made,,,Vietnam,Married,3.0,Ho Hung Anh,True,1,0.007603474388776496,0.01389599206749506,-0.047424556736772296,0.05,0.937127279
3212,Igor Kudryashkin,937127279.0,1.7607647,0.23649076,-0.079717636,metallurgy,social media/advertising/ai,887/821/3188/314/348/176,64.0,metallurgy/ Self Made,,,Russia,Married,1.0,Andrei Bokarev/Andrei Kozitsyn/Eduard Chukhlebov/German Khan/Iskander Makhmudov/Mikhail Fridman,True,6,-0.03925175238935657,0.021667041987894188,0.016208298368839014,0.04767462333520673,0.937127279
3213,Regina Helena S. Velloso,937127279.0,-0.47258657,-0.3163579,0.5670509,Diversified,Diversified,36/20,,Diversified,,,Brazil,,,Li Ka-shing/Mukesh Ambani,True,2,0.043507938198940006,0.014679344234011038,-0.015500752619060296,0.04846335899646949,0.937127279
3214,Carlos Eduardo M. Scripilliti,937127279.0,-0.681769,-0.4679985,0.24932992,Diversified,Diversified,36/20,,Diversified,,,Brazil,,,Li Ka-shing/Mukesh Ambani,True,2,0.044972193240262866,0.017812473038006076,-0.004285576833211882,0.04856077150707761,0.937127279
3215,Clóvis Ermírio de Moraes,937127279.0,-0.5064981,-0.27772,0.55567354,Diversified,Diversified,36/20,,Diversified,,,Brazil,,,Li Ka-shing/Mukesh Ambani,True,2,0.044199820550964816,0.013124037389129806,-0.014967581371917879,0.048475694799082064,0.937127279
3216,Sergey Kasyanenko & family,937127279.0,0.6132452,1.5193274,1.1178638,Tea and coffee,Tea and coffee,2610/2899/604/2808,68.0,Tea and coffee/ Self Made,,,Russia,,1.0,Alexander Evnevich & family/Lyudmila Kogan/Pavel Durov/Sergey Dmitriev,True,4,0.0125682579202092,-0.02013399165436327,-0.03502925465042282,0.04231296974275193,0.937127279
3217,Karen Virginia Beckmann Legoretta,937127279.0,-0.7644697,0.1354293,-0.14612265,Tequila,Tequila,2531,,Tequila,,,Mexico,,,Juan Domingo Beckmann Legorreta & family,True,1,0.018182147379964358,0.0406615469725969,-0.022716692418760075,0.05,0.937127279
3218,Nutchamai Thanombooncharoen,937127279.0,1.8480138,-0.10986099,0.15692893,Energy drinks,energy/oil and gas,1079/1349/789/1426,64.0,Energy drinks/ Self Made,,,Thailand,Married,2.0,Hilton Schlosberg & family/Rodney Sacks & family/Russell Savage/Sathien Sathientham,True,4,-0.03991936911902551,0.01628920546267,-0.01190946007189944,0.04472951469298826,0.937127279
3219,Tatiana Volodina,937127279.0,0.07322624,1.2926799,0.46111882,retail,ai/software/retail,741/872,57.0,retail,,,Russia,,,Samuel Yin/Takao Yasuda,True,2,0.02037984897906325,-0.03847789494827062,-0.024409819272422945,0.049917190635811286,0.937127279
3220,Ryan Israel,937127279.0,-0.9823875,0.5114798,0.21979225,Hedge funds,hedge funds/finance,3139/115/452/34/70/120/389,41.0,Hedge funds/ Self Made,,,United States,,,Anne Dinning/David Tepper/John Overdeck/Ken Griffin/Marilyn Simons & family/Steve Cohen/William Ackman,True,7,0.019196121671338086,0.005248428526345133,0.0161798965600322,0.025648121605885896,0.937127279
3221,Caryn Seidman-Becker,937127279.0,-1.6304989,0.75153536,0.018330455,Airport security,ai/software,331/380/2842/929,53.0,Airport security/ Self Made,,8.0,United States,Married,,Arthur Blank/Ken Langone/Ryan Graves/Steven Udvar-Hazy,True,4,0.04631846192908614,-0.003835392699440637,0.0006233933148233478,0.04648116577561379,0.937127279
3222,Qi Xiangdong,937127279.0,1.3877448,1.1503512,-0.59080553,Software,software/cloud,470/509/2851/1711,55.0,Software/ Self Made,,,China,Married,,Mike Cannon-Brookes/Scott Farquhar/Tope Awotona/Zhou Hongyi,True,4,-0.015822401221454462,-0.03843054803481193,-0.019009069884336642,0.0457012050228029,0.937127279
3223,Wang Jinhua,937127279.0,0.8594121,0.7509239,-1.048583,metals and mining,social media/advertising/ai/mining/materials,726/1739/578/3107/685,63.0,metals and mining/ Self Made,,,China,,,Eric Yuan & family/Liu Zhenfeng/Andrei Skoch & family/Jet Jie Li/Richard Liu,True,5,-0.00014999993269777757,-0.007163419672228341,0.015427538737389166,0.01701017439281328,0.937127279
3224,Markus Hannebauer,937127279.0,0.79953825,1.6729705,0.76495034,Software,software/cloud,3225/470/1015/509,50.0,Software/ Self Made,,,Germany,,,Arno Schodl/Mike Cannon-Brookes/Richard White/Scott Farquhar,True,4,-0.0006080130782067305,-0.03743808222667663,-0.028372781314989354,0.04697865898749006,0.937127279
3225,Arno Schodl,937127279.0,0.89166296,1.4800965,1.0015624,Software,software/cloud,3224/470/1015/509,50.0,Software/ Self Made,,,Germany,Married,,Markus Hannebauer/Mike Cannon-Brookes/Richard White/Scott Farquhar,True,4,-0.003393611468522564,-0.0314037168681005,-0.0352699684490902,0.047346390636783774,0.937127279
3226,Tseng Sing-ai,937127279.0,1.166322,0.992477,-1.5409971,Petrochemicals,energy/oil and gas,2445/739/408/2582,,Petrochemicals,,,Taiwan,,,Aloke Lohia/Lin Shu-hong/Sri Prakash Lohia/Tseng Cheng,True,4,-0.005414681160006353,-0.008480223965108126,0.03197280419413491,0.03351854976873869,0.937127279
3227,Timothy Springer,937127279.0,-1.7853781,1.0744078,0.8322937,Biotech,healthcare/pharmaceuticals,1859/3186/2201/487/2041,78.0,Biotech/ Self Made,1.0,8.0,United States,Married,,David Dean Halbert/Maky Zanganeh/Noubar Afeyan/Seo Jung-jin/Stéphane Bancel,True,5,0.01209554322393041,0.022969242056323266,-0.03561623167069668,0.04407271497133658,0.937127279
3228,Wu Jinzi,937127279.0,1.3682562,0.71222395,-0.94295645,pharmaceutical,healthcare/pharmaceuticals,2543/2000/139,63.0,pharmaceutical/ Self Made,,,United States,Married,,Leopoldo Espinosa Abdalá/Ren Jinsheng & family/Zhong Huijuan,True,3,-0.03769486712013145,-0.008859593402863217,0.01988069967828768,0.04352743528128774,0.937127279
3229,Susan Carol Holland,937127279.0,-0.13422647,1.0975147,1.7097452,Hearing aids,ai/software,1934/2025/2494,69.0,Hearing aids,,,Italy,Married,,Beda Diethelm/Bill Austin/Hans-Ueli Rihs & family,True,3,-0.024874558919393164,0.008018006046130725,-0.03560329367496235,0.04416589886887581,0.937127279
3230,Caspar Callerström,937127279.0,-0.14250201,0.5407747,0.2799287,financial services,finance,2075/3378/414/3086/2573,53.0,financial services/ Self Made,,,Sweden,Married,,Conni Jonsson/Harry Klagsbrun/Jean Salata/Per Franzén/Thomas von Koch,True,5,0.03865940364901091,0.003991185160837489,-0.016859415473236602,0.042364123259952605,0.937127279
3231,Giannis Alafouzos & family,937127279.0,0.25757062,0.8113313,1.6326,Shipping,logistics/shipping,59/1186/44,68.0,Shipping,,,Greece,Married,3.0,Idan Ofer/Panagiotis Tsakos & family/Rafaela Aponte-Diamant,True,3,-0.00620943677095898,0.02149642072342615,-0.028448633566308442,0.036193617679380626,0.937127279
3232,Naresh Trehan,937127279.0,1.3649285,1.4552016,1.0109665,Hospitals,healthcare,587/262,79.0,Hospitals/ Self Made,,,India,Married,2.0,Chen Bang/Ravi Jaipuria,True,2,0.00759920855170007,-0.011962609862389412,-0.04758147345646896,0.049647241832962166,0.937127279
3233,Chen Ning,937127279.0,1.294527,0.21230647,-0.37450877,Semiconductors,semiconductors/hardware,50/6/1559,50.0,Semiconductors/ Self Made,,,China,,,Henry Samueli/Jensen Huang/Zhang Xingang,True,3,-0.04599851261516388,0.016315676146613764,-0.010309469323553427,0.04988336003781082,0.937127279
3234,Aidyn Rakhimbayev,937127279.0,0.09987674,0.9488076,1.0472955,Real estate and construction,real estate/construction/materials,,53.0,Real estate and construction/ Self Made,,,Kazakhstan,Married,7.0,,True,0,-0.002165390896721774,-0.002150817961444252,-0.0039604373951778685,0.005,0.937127279
3235,Li San Yim,937127279.0,1.2446796,0.79588795,-0.33455607,construction equipment,construction/materials,360/86/347/39/2713,76.0,construction equipment/ Self Made,,,China,Married,3.0,Anthony Bamford & family/Jack Ma/Liang Wengen/Ma Huateng/Martin Herrenknecht,True,5,0.00511066788159742,0.017576618423072662,-0.016358057257269732,0.02454877753816682,0.937127279
3236,Zhang Xuansong,937127279.0,1.6016693,0.40503424,-0.60572505,Supermarkets,retail,293/2003/159/1380,54.0,Supermarkets/ Self Made,,,China,,,Charles Butt/Djoko Susanto/Karl Albrecht Jr. & family/Lin Ming-hsiung,True,4,-0.029973430879194952,0.0066676348409894955,0.024263573801406976,0.039135468908127025,0.937127279
3237,Hsu Bang-Fu,937127279.0,1.1518829,0.23392051,0.016817123,Electrical transformers,Electrical transformers,,,,,,,,,,True,0,-0.004881871662759637,-0.001029404779145203,0.0003281080142536528,0.005,0.937127279
3238,Dylan Field,937127279.0,-1.043845,1.3730819,-0.8388812,Software,software/cloud,470/1574/1015/509/2851,34.0,Software/ Self Made,,,United States,Married,1.0,Mike Cannon-Brookes/Reid Hoffman/Richard White/Scott Farquhar/Tope Awotona,True,5,0.02325055433481266,-0.03559232090419089,-0.003335603660479307,0.042644200496700396,0.937127279
3239,Anton Fedun,937127279.0,-1.3065245,1.2745043,-0.25239226,oil & gas,energy/oil and gas,3269/134/327/71/82,41.0,oil & gas,,,Russia,Married,2.0,Ekaterina Fedun/Harold Hamm & family/Leonid Fedun/Lyndal Stephens Greth & family/Vagit Alekperov,True,5,0.031806095581598595,-0.03155655166242237,0.007609626676130946,0.04544612290524904,0.937127279
3240,Valery Kustov,937127279.0,0.90842694,1.1825175,0.81028455,Food production,food/beverages,2981,65.0,Food production/ Self Made,,,Russia,,,Grigory Anikeev,True,1,-0.012624595131276029,0.026920693005000704,-0.040198207496129325,0.05,0.937127279
3241,Guillermo Fierro,937127279.0,-0.06362279,0.7483258,0.49067193,Banking,finance,1274,65.0,Banking,,,Spain,Married,3.0,Michiel Le Roux,True,1,-0.04341700673925817,-0.024746003547490285,-0.0016120900194497576,0.05,0.937127279
3242,Eddy Sugianto,937127279.0,0.9121895,0.049598925,0.013250008,Coal,mining/materials,113/1431/175,80.0,Coal/ Self Made,,,Indonesia,,,Dang Yanbao/Dewi Kam/Low Tuck Kwong,True,3,-0.015592512628411935,-0.0028583195432409945,-0.024192095482926602,0.028923241943694635,0.937127279
3243,Chen Guodong,937127279.0,0.62685406,0.93967235,-0.22047865,Gold and jewelry,mining/materials,479,60.0,Gold and jewelry/ Self Made,,,China,,,Xu Gaoming,True,1,0.021128367976479517,-0.03673547862340886,-0.026534820085305756,0.05,0.937127279
3244,Rui Chen,937127279.0,1.523503,1.2770078,-0.7917338,Online entertainment,ai/software/media/entertainment,,48.0,Online entertainment/ Self Made,,,China,,,,True,0,-0.002431541198224543,-0.0027828166124061315,0.003368017087702083,0.005,0.937127279
3245,Zhang Xuewu,937127279.0,2.3181925,0.45879513,-0.33782467,Snacks,Snacks,1543/1315/1308/2040,51.0,Snacks/ Self Made,,,China,,,Manohar Lal Agarwal/Shiv Kishan Agrawal/Yan Zhou/Zhao Ding,True,4,-0.02021165119532041,0.033813091234663,0.008342337806787701,0.04026699123311177,0.937127279
3246,Christian Chabot,937127279.0,-1.4279623,1.3300765,-0.26956907,Software,software/cloud,505/2854/2739/2701,54.0,Software/ Self Made,,,United States,,,Marc Benioff/Christopher Stolte/Patrick Hanrahan/Stewart Butterfield,True,4,0.03155553041866074,-0.025925344534482232,0.018810262807426134,0.044963329237491634,0.937127279
3247,Christian Sinding,937127279.0,0.003799051,1.8753319,0.94421464,Private equity,investment/finance,2075/414/3086/2573,53.0,Private equity/ Self Made,,,Norway,Married,,Conni Jonsson/Jean Salata/Per Franzén/Thomas von Koch,True,4,0.02232972023301765,-0.02865717785012763,-0.029982578012794615,0.047104195485243125,0.937127279
3248,Marty Horton,937127279.0,-0.7580968,0.24649122,0.06951159,Homebuilding,Homebuilding,1963/1653/639/1874/1870,74.0,Homebuilding,,,United States,Widowed,2.0,Bruce Toll/Kathy Britton/Peter Gilgan/Reagan Horton/Ryan Horton,True,5,0.024215449431775383,0.03223263362283689,-0.011441367317452518,0.04190746410294682,0.937127279
3249,Chen Jinghong & family,937127279.0,0.26779068,0.5512709,0.2751389,auto parts,auto parts,1600/2104/1058/198/599/320,80.0,auto parts/ Self Made,,,China,,,Chin Jong Hwa/Joseph 'Pitt' Reeves Hyde III/Nirmal Minda/Shahid Khan/Vivek Chaand Sehgal/Wu Jianshu,True,6,-0.008958635136525603,-0.012505323453791548,-0.014392453961798122,0.02106615743878837,0.937127279
